,id,title,all
3588,45153,Eve's Bayou,kasi lemmons jurnee smollett drama sister sister relationship
3589,284293,Still Alice,richard glatzer julianne moore drama mother
3590,24973,The Egyptian,michael curtiz jean simmons history egypt
3592,10283,Friday the 13th Part VIII: Jason Takes Manhattan,rob hedden kane hodder horror new york
3593,8346,My Big Fat Greek Wedding,joel zwick nia vardalos comedy usa
3594,122081,Spring Breakers,harmony korine james franco drama female nudity
3595,10987,Halloween: The Curse of Michael Myers,joe chappelle donald pleasence horror mass murder
3596,1391,Y Tu Mamá También,alfonso cuarón gael garcía bernal drama mexico
3597,747,Shaun of the Dead,edgar wright simon pegg horror record collection
3599,26748,Lone Star,john sayles chris cooper drama sheriff
3600,11357,Halloween 4: The Return of Michael Myers,dwight h. little donald pleasence horror sheriff
3601,24913,April Fool's Day,fred walton deborah foreman horror island
3602,13776,Diner,barry levinson steve guttenberg comedy diner
3603,14854,Lone Wolf McQuade,steve carver chuck norris action martial arts
3604,50357,Apollo 18,gonzalo lópez-gallego ryan robbins horror moon
3605,13090,Sunshine Cleaning,christine jeffs amy adams comedy suicide
3606,192141,No Escape,john erick dowdle owen wilson action hotel
3607,16441,The Beastmaster,don coscarelli marc singer action sword fight
3608,29996,Solomon and Sheba,king vidor yul brynner drama israel
3609,351819,Fifty Shades of Black,michael tiddes marlon wayans romance sex
3611,22649,A Farewell to Arms,frank borzage helen hayes drama italy
3612,378200,The Perfect Match,bille woodruff terrence jenkins comedy bet
3613,20455,Digimon: The Movie,mamoru hosoda lara jill miller fantasy video game
3614,13193,Saved!,brian dannelly jena malone comedy christianity
3615,11042,The Barbarian Invasions,denys arcand rémy girard comedy father son relationship
3616,10786,Robin and Marian,richard lester sean connery action england
3617,12484,The Forsaken,j.s. cardone kerr smith action vampire
3618,17339,Force 10 from Navarone,guy hamilton harrison ford action gun
3619,11959,UHF,"jay levey ""weird al"" yankovic comedy loser"
3620,9900,Grandma's Boy,nicholaus goossen linda cardellini comedy video game
3621,14662,Slums of Beverly Hills,tamara jenkins natasha lyonne comedy sex
3622,335,Once Upon a Time in the West,sergio leone henry fonda western showdown
3624,17431,Moon,duncan jones sam rockwell science fiction moon
3625,21014,Keeping Up with the Steins,scott marshall daryl sabara comedy bar mitvah
3626,78394,Sea Rex 3D: Journey to a Prehistoric World,ronan chapalain guillaume denaiffe documentary prehistoric
3627,10217,The Sweet Hereafter,atom egoyan ian holm drama canada
3628,46332,Of Gods and Men,xavier beauvois lambert wilson drama monk
3629,13996,Bottle Shock,randall miller alan rickman comedy wine garden
3630,3028,Jekyll and Hyde ... Together Again,jerry belson mark blankfield comedy double life
3631,1024,Heavenly Creatures,peter jackson melanie lynskey drama mother
3632,343795,90 Minutes in Heaven,michael polish kate bosworth drama hospital
3633,45658,Everything Must Go,dan rush rebecca hall comedy alcohol
3634,16148,Zero Effect,jake kasdan bill pullman comedy detective
3635,4553,The Machinist,brad anderson christian bale thriller factory
3636,36351,Light Sleeper,paul schrader willem dafoe drama suicide
3637,245916,Kill the Messenger,michael cuesta jeremy renner thriller biography
3638,27585,Rabbit Hole,john cameron mitchell nicole kidman drama loss of son
3639,1415,Party Monster,fenton bailey seth green comedy new york
3640,313922,Green Room,jeremy saulnier anton yelchin horror skinhead
3641,14474,The Oh in Ohio,billy kent parker posey comedy sex
3642,199933,Atlas Shrugged Part III: Who is John Galt?,james manera eric allan kramer drama trilogy
3643,13685,Bottle Rocket,wes anderson luke wilson comedy brother brother relationship
3644,8744,Albino Alligator,kevin spacey matt dillon crime brother brother relationship
3645,38428,"Gandhi, My Father",feroz abbas khan darshan jariwala drama biography
3646,8847,Standard Operating Procedure,errol morris javal davis documentary prison
3647,39269,Out of the Blue,dennis hopper dennis hopper drama punk
3648,46838,Tucker and Dale vs Evil,eli craig alan tudyk comedy cabin
3650,56930,Tycoon,richard wallace john wayne action mountains
3651,41730,Desert Blue,morgan j. freeman casey affleck comedy bomb
3653,298312,The Visit,m. night shyamalan olivia dejonge horror rap music
3654,11600,Redacted,brian de palma izzy diaz drama iraq
3655,71547,Fascination,klaus menzel jacqueline bisset romance beach
3656,57876,Area 51,oren peli reid warner horror found footage
3657,77495,Sleep Tight,jaume balagueró luis tosar thriller barcelona spain
3658,13849,The Cottage,paul andrew williams andy serkis horror ransom
3659,14849,Dead Like Me: Life After Death,stephen herek ellen muth drama suicide
3660,12486,Farce of the Penguins,bob saget samuel l. jackson comedy penguin
3662,244403,Rudderless,william h. macy billy crudup music father son relationship
3663,292481,Henry & Me,barrett esposito richard gere family baseball
3664,340816,Christmas Eve,mitch davis patrick stewart romance photographer
3666,297596,Dying of the Light,paul schrader nicolas cage thriller cia
3667,299552,Born Of War,vicky jewson james frain action gun
3668,11935,Capricorn One,peter hyams elliott gould drama helicopter
3671,290825,Yoga Hosers,kevin smith lily-rose depp comedy canada
3672,361159,Navy Seals vs. Zombies,stanton barrett ed quinn horror louisiana
3673,12555,I Served the King of England,jiří menzel ivan barnev comedy expensive restaurant
3675,12498,Sling Blade,billy bob thornton billy bob thornton drama independent film
3676,77949,The Awakening,nick murphy  rebecca hall horror suicide
3677,1690,Hostel,eli roth jay hernandez horror bathroom
3678,8435,A Cock and Bull Story,michael winterbottom steve coogan comedy adaptation
3679,64720,Take Shelter,jeff nichols michael shannon thriller shelter
3680,49365,Lady in White,frank laloggia lukas haas horror small town
3681,11404,Driving Lessons,jeremy brock laura linney drama auto
3682,300706,Let's Kill Ward's Wife,scott foley patrick wilson comedy wife murder
3683,16337,The Texas Chainsaw Massacre 2,tobe hooper dennis hopper horror hammer
3684,11577,Pat Garrett & Billy the Kid,sam peckinpah james coburn western sheriff
3685,77987,Only God Forgives,nicolas winding refn ryan gosling drama bangkok
3687,68202,Without Men,gabriela tagliavini eva longoria comedy woman director
3688,8981,Dear Frankie,shona auerbach gerard butler drama scotland
3689,10914,All Hat,leonard farlinger rachael leigh cook action indian territory
3690,50848,The Names of Love,michel leclerc jacques gamblin drama female nudity
3691,166624,Treading Water,analeine cal y mayor douglas smith drama fish
3692,10822,Savage Grace,tom kalin julianne moore drama mother
3693,10844,Out of the Blue,robert sarkies karl urban drama new zealand
3694,9336,Police Academy,hugh wilson steve guttenberg comedy trainer
3695,5689,The Blue Lagoon,randal kleiser brooke shields romance sexual identity
3696,712,Four Weddings and a Funeral,mike newell hugh grant comedy upper class
3697,13342,Fast Times at Ridgemont High,amy heckerling sean penn comedy sex
3698,10339,Moby Dick,john huston gregory peck adventure based on novel
3699,1429,25th Hour,spike lee edward norton crime prison
3700,9303,Bound,lilly wachowski jennifer tilly crime prison
3701,641,Requiem for a Dream,darren aronofsky ellen burstyn crime drug addiction
3702,27686,State Fair,walter lang jeanne crain music state fair
3704,6106,Salvador,oliver stone james woods drama civil war
3705,252680,Moms' Night Out,jon erwin sarah drew comedy wife husband relationship
3706,141,Donnie Darko,richard kelly jake gyllenhaal fantasy parents kids relationship
3709,12079,Spun,jonas åkerlund jason schwartzman comedy independent film
3710,39800,Life During Wartime,todd solondz ally sheedy comedy dark comedy
3711,4550,Sympathy for Lady Vengeance,park chan-wook choi min-sik drama independent film
3713,9991,Mean Machine,barry skolnick vinnie jones comedy prison
3715,68818,Blackthorn,mateo gil sam shepard adventure robbery
3716,12093,Lilya 4-ever,lukas moodysson oksana akinshina crime suicide
3717,36419,After.Life,agnieszka wojtowicz-vosloo liam neeson drama wheelchair
3719,510,One Flew Over the Cuckoo's Nest,miloš forman jack nicholson drama individual
3721,10970,Silent Movie,mel brooks mel brooks comedy screenplay
3722,375290,Airlift,raja menon akshay kumar thriller evacuation
3723,17663,Anne of Green Gables,kevin sullivan megan follows drama based on novel
3724,270938,Falcon Rising,ernie barbarash michael jai white adventure yakuza
3725,116613,The Sweeney,nick love ray winstone action british
3726,11826,Sexy Beast,jonathan glazer ray winstone crime spain
3727,29920,Easy Money,daniel espinosa joel kinnaman drama consignment
3728,1088,Whale Rider,niki caro keisha castle-hughes drama ocean
3730,34069,Cargo,ivan engler martin rapold thriller space colony
3731,10947,High School Musical,kenny ortega zac efron comedy becoming an adult
3732,47452,Love and Death on Long Island,richard kwietniowski john hurt drama obsession
3733,3040,Night Watch,timur bekmambetov konstantin khabenskiy fantasy witch
3734,11386,The Crying Game,neil jordan stephen rea romance transvestism
3735,10246,Porky's,bob clark dan monahan comedy male nudity
3736,29426,Survival of the Dead,george a. romero alan van sprang horror zombie
3737,10331,Night of the Living Dead,george a. romero duane jones horror brother sister relationship
3738,153,Lost in Translation,sofia coppola bill murray drama upper class
3739,703,Annie Hall,woody allen woody allen comedy narration
3740,27191,The Greatest Show on Earth,cecil b. demille betty hutton action circus
3741,1365,Monster's Ball,marc forster halle berry drama southern usa
3742,287424,Maggie,henry hobson arnold schwarzenegger horror post-apocalyptic
3743,451,Leaving Las Vegas,mike figgis nicolas cage drama individual
3744,165864,Hansel and Gretel Get Baked,duane journey molly c. quinn horror witch
3745,987,The Front Page,billy wilder jack lemmon romance chicago
3746,241251,The Boy Next Door,rob cohen jennifer lopez thriller male nudity
3747,40494,Trapeze,carol reed burt lancaster drama circus
3748,39781,The Kids Are All Right,lisa cholodenko julianne moore comedy lesbian relationship
3749,8337,They Live,john carpenter roddy piper action dystopia
3750,5925,The Great Escape,john sturges steve mcqueen adventure based on novel
3751,8357,What the #$*! Do We (K)now!?,william arntz marlee matlin documentary alternate dimension
3752,146203,The Last Exorcism Part II,ed gass-donnelly ashley bell horror found footage
3753,85350,Boyhood,richard linklater ellar coltrane drama daily life
3754,512,Scoop,woody allen scarlett johansson comedy upper class
3755,13408,The Wash,dj pooh dr. dre action sex
3756,47816,3 Strikes,dj pooh brian hooks action sport
3757,10744,The Cooler,wayne kramer william h. macy drama casino
3758,11536,The Misfits,john huston clark gable drama decision
3759,9782,The Night Listener,patrick stettner toni collette drama radio station
3760,18713,The Jerky Boys,james melkonian john g. brennan comedy new york
3761,6537,The Orphanage,juan antonio bayona belén rueda horror schizophrenia
3762,184345,A Haunted House 2,michael tiddes marlon wayans comedy haunted house
3763,1809,The Rules of Attraction,roger avary james van der beek comedy love triangle
3764,2370,Topaz,alfred hitchcock frederick stafford action new york
3765,9809,Let's Go to Prison,bob odenkirk dax shepard comedy loss of father
3766,5,Four Rooms,allison anders tim roth crime hotel
3767,11013,Secretary,steven shainberg james spader comedy suicide
3769,10132,Talk Radio,oliver stone eric bogosian drama anonymity
3770,16448,Waiting for Guffman,christopher guest christopher guest music missouri
3771,15122,Love Stinks,jeff franklin french stewart comedy behind the scenes
3772,8141,You Kill Me,john dahl ben kingsley comedy new york
3773,1546,Thumbsucker,mike mills lou taylor pucci comedy becoming an adult
3774,48572,Red State,kevin smith michael parks horror christianity
3775,14517,Mirrormask,dave mckean stephanie leonidas fantasy fictional place
3777,27551,The Barbarians,ruggero deodato peter paul fantasy dragon
3778,64678,The Art of Getting By,gavin wiesen freddie highmore drama philosophy
3779,309503,Zipper,mora stephens patrick wilson thriller woman director
3780,14293,Poolhall Junkies,mars callahan ricky schroder comedy hustler
3782,103328,Holy Motors,leos carax eva mendes drama limousine
3783,157847,Joe,david gordon green nicolas cage drama child abuse
3784,25719,Shooting Fish,stefan schwartz dan futterman crime london england
3785,48309,Prison,renny harlin viggo mortensen crime prison
3786,27723,Psycho Beach Party,robert lee king lauren ambrose comedy gay
3787,20468,The Big Tease,kevin allen craig ferguson comedy hairdresser
3788,242575,"Guten Tag, Ramón",jorge ramírez suárez adriana barraza drama germany
3789,44945,Trust,david schwimmer clive owen crime rape
3790,29122,An Everlasting Piece,barry levinson barry mcevoy comedy toupee
3791,125123,Among Giants,sam miller pete postlethwaite comedy yorkshire
3792,111190,Adore,anne fontaine naomi watts drama lovers
3794,54580,Mondays in the Sun,fernando león de aranoa javier bardem drama spain
3795,52015,Stake Land,jim mickle danielle harris drama male nudity
3796,34941,The Last Time I Committed Suicide,stephen t. kay thomas jane drama independent film
3797,227975,Futuro Beach,karim aïnouz wagner moura drama germany
3799,81390,A Lonely Place to Die,julian gilbey melissa george adventure terror
3801,225235,The Geographer Drank His Globe Away,aleksandr veledinskiy konstantin khabenskiy drama alcohol
3802,14902,1776,peter h. hunt william daniels drama usa
3803,121676,Inescapable,ruba nadda alexander siddig thriller woman director
3804,22301,Hell's Angels,james whale ben lyon action world war i
3805,20065,Purple Violets,edward burns selma blair comedy independent film
3806,257087,The Veil,phil joanou jessica alba horror cult
3807,46420,The Loved Ones,sean byrne xavier samuel horror killing
3810,251979,The Perfect Wave,bruce macdonald scott eastwood romance biography
3811,874,A Man for All Seasons,fred zinnemann paul scofield drama england
3812,10774,Network,sidney lumet faye dunaway drama corruption
3813,770,Gone with the Wind,victor fleming vivien leigh drama life and death
3814,266102,Desert Dancer,richard raymond freida pinto drama dance
3815,29715,Major Dundee,sam peckinpah charlton heston war mexico
3816,25209,Annie Get Your Gun,george sidney betty hutton action musical
3817,37495,Four Lions,chris morris riz ahmed comedy terrorism
3818,29262,The House of Sand,andrucha waddington fernanda montenegro drama brazil
3819,34769,Defendor,peter stebbings woody harrelson drama crime fighter
3820,35032,The Pirate,vincente minnelli judy garland music musical
3821,5178,The Good Heart,dagur kári brian cox drama san francisco
3822,8618,The History Boys,nicholas hytner samuel anderson comedy gay
3823,3116,Midnight Cowboy,john schlesinger dustin hoffman drama shower
3824,9427,The Full Monty,peter cattaneo robert carlyle comedy suicide attempt
3825,813,Airplane!,jerry zucker robert hays comedy chicago
3827,10634,Friday,f. gary gray ice cube comedy rap music
3828,9516,Menace II Society,albert hughes tyrin turner drama black people
3829,16288,Creepshow 2,michael gornick george kennedy horror lake
3830,23330,The Ballad of Cable Hogue,sam peckinpah jason robards action prostitute
3831,18900,In Cold Blood,richard brooks robert blake crime murder
3832,27029,The Nun's Story,fred zinnemann audrey hepburn drama nurse
3833,26268,Harper,jack smight paul newman action private eye
3834,573,Frenzy,alfred hitchcock jon finch crime london england
3835,310131,The Witch,robert eggers anya taylor-joy mystery witch
3837,11363,She's the One,edward burns edward burns comedy brother brother relationship
3838,3033,Gods and Monsters,bill condon ian mckellen drama gay
3839,25376,The Secret in Their Eyes,juan josé campanella ricardo darín crime rape
3841,765,Evil Dead II,sam raimi bruce campbell horror deer
3842,10615,Pootie Tang,louis c.k. jennifer coolidge action ladykiller
3843,205321,Sharknado,anthony c. ferrante ian ziering tv movie california
3844,89540,The Other Conquest,salvador carrasco damián delgado drama female nudity
3845,46146,Troll Hunter,andré øvredal otto jespersen fantasy hunter
3846,38007,Ira & Abby,robert cary chris messina comedy independent film
3847,14256,Winter Passing,adam rapp zooey deschanel comedy independent film
3848,540,D.E.B.S.,angela robinson sara foster action coming out
3849,370464,The Masked Saint,warren p. sonoda brett granstaff crime pastor
3850,20055,The Betrayed,amanda gusack melissa george crime kidnapping
3851,224569,Taxman,avi nesher joe pantoliano action machinegun
3852,395766,The Secret,nick murphy  james nesbitt drama miniseries
3854,142061,"Batman: The Dark Knight Returns, Part 2",jay oliva peter weller action dc comics
3855,370662,Time to Choose,charles ferguson oscar isaac documentary climate change
3856,252360,In the Name of the King III,uwe boll dominic purcell action based on video game
3858,299145,Stranded,"daniel petrie, jr. scott eastwood drama revenge"
3859,241766,Lords of London,antonio simoncini glen murphy crime wife husband relationship
3860,12535,High Anxiety,mel brooks mel brooks comedy industrialist
3862,50839,Margin Call,j.c. chandor kevin spacey thriller capitalism
3864,13973,Choke,clark gregg sam rockwell comedy strip club
3865,244786,Whiplash,damien chazelle miles teller drama jazz
3866,598,City of God,fernando meirelles alexandre rodrigues drama male nudity
3867,11129,Human Traffic,justin kerrigan john simm comedy sex
3868,75861,To Write Love on Her Arms,nathan frankowski kat dennings drama depression
3869,13551,The Dead Girl,karen moncrieff brittany murphy mystery prostitute
3870,103663,The Hunt,thomas vinterberg mads mikkelsen drama father son relationship
3871,850,A Christmas Story,bob clark melinda dillon comedy holiday
3872,12586,Bella,alejandro monteverde tammy blanchard drama waitress
3873,11564,Class of 1984,mark l. lester perry king action usa
3874,301748,The Opposite Sex,jonathan silverman mena suvari comedy bet
3875,108346,Dreaming of Joseph Lees,eric styles rupert graves romance lust
3876,8841,The Class,laurent cantet françois bégaudeau drama paris
3877,805,Rosemary's Baby,roman polanski mia farrow horror anti-christ
3878,11697,The Man Who Shot Liberty Valance,john ford john wayne western gunslinger
3879,22051,Adam,max mayer hugh dancy drama children's book
3880,436,Maria Full of Grace,joshua marston catalina sandino moreno drama individual
3881,55347,Beginners,mike mills ewan mcgregor drama gay
3882,10070,Feast,john gulager balthazar getty action monster
3883,8469,Animal House,john landis john belushi comedy sex
3884,658,Goldfinger,guy hamilton sean connery adventure secret organization
3885,125490,Antiviral,brandon cronenberg caleb landry jones science fiction injection
3886,1585,It's a Wonderful Life,frank capra james stewart drama holiday
3887,627,Trainspotting,danny boyle ewan mcgregor drama london england
3889,41436,Paranormal Activity 2,tod williams katie featherston horror ouija board
3890,10162,Waking Ned,kirk jones ian bannen comedy false identity
3891,1430,Bowling for Columbine,michael moore michael moore documentary usa
3892,259943,Coming Home,zhang yimou gong li drama arranged marriage
3893,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,jack sholder robert englund horror gay
3894,11257,A Room with a View,james ivory maggie smith drama kiss
3895,158015,The Purge,james demonaco lena headey science fiction dystopia
3896,82507,Sinister,scott derrickson ethan hawke horror drowning
3898,261,Cat on a Hot Tin Roof,richard brooks elizabeth taylor drama individual
3899,1685,Beneath the Planet of the Apes,ted post james franciscus adventure mutant
3900,20737,Air Bud,charles martin smith kevin zegers comedy clown
3902,10225,Friday the 13th Part VI: Jason Lives,tom mcloughlin thom mathews horror lightning
3903,826,The Bridge on the River Kwai,david lean william holden drama japan
3905,5854,Family Plot,alfred hitchcock barbara harris comedy fortune teller
3906,284,The Apartment,billy wilder jack lemmon comedy new york
3907,10285,Jason Goes to Hell: The Final Friday,adam marcus kane hodder fantasy male nudity
3908,5780,Torn Curtain,alfred hitchcock paul newman mystery cold war
3909,292,Dave Chappelle's Block Party,michel gondry dave chappelle comedy black people
3910,223485,Slow West,john maclean michael fassbender romance fire
3912,18065,Next Day Air,benny boom donald faison action duringcreditsstinger
3913,22013,Elmer Gantry,richard brooks burt lancaster drama evangelist
3914,821,Judgment at Nuremberg,stanley kramer spencer tracy drama judge
3915,53862,Trippin',david raynr deon richmond comedy high school
3916,3089,Red River,howard hawks john wayne western texas
3917,30139,Phat Girlz,nnegest likké mo'nique comedy woman director
3918,132344,Before Midnight,richard linklater ethan hawke romance hotel
3919,15582,Teen Wolf Too,christopher leitch jason bateman comedy werewolf
3920,15158,Phantasm II,don coscarelli james le gros action portal
3921,44634,Woman Thou Art Loosed,michael schultz kimberly elise drama independent film
3922,30309,Real Women Have Curves,patricia cardoso america ferrera comedy independent film
3923,7509,Water,deepa mehta lisa ray drama site of pilgrimage
3924,10557,East Is East,damien o'donnell om puri comedy islam
3925,23531,Whipped,peter m. cohen amanda peet comedy independent film
3927,40247,Please Give,nicole holofcener rebecca hall comedy suicide
3928,252,Willy Wonka & the Chocolate Factory,mel stuart gene wilder family chocolate
3929,24126,Warlock: The Armageddon,anthony hickox julian sands fantasy armageddon
3930,13982,8 Heads in a Duffel Bag,tom schulman joe pesci comedy mexico
3931,16642,Days of Heaven,terrence malick richard gere drama love triangle
3932,17734,Thirteen Conversations About One Thing,jill sprecher john turturro drama independent film
3933,18892,Jawbreaker,darren stein rose mcgowan comedy confession
3934,549,Basquiat,julian schnabel jeffrey wright drama new york
3935,121986,Frances Ha,noah baumbach greta gerwig comedy friendship
3936,868,Tsotsi,gavin hood presley chweneyagae crime slum
3937,10683,Happiness,todd solondz jane adams comedy rape
3939,246403,Tusk,kevin smith michael parks comedy canada
3940,670,Oldboy,park chan-wook choi min-sik drama sushi restaurant
3941,35691,Letters to God,david nixon robyn lively action letter
3942,49010,Hobo with a Shotgun,jason eisener rutger hauer action female nudity
3944,11229,Freeway,matthew bright kiefer sutherland comedy prison
3946,24469,Fish Tank,andrea arnold katie jarvis drama dancing
3947,82533,Damsels in Distress,whit stillman greta gerwig comedy college
3949,84174,Bachelorette,leslye headland kirsten dunst comedy bridesmaid
3950,34099,Brave New Girl,bobby roth virginia madsen drama tv movie
3951,79940,Tim and Eric's Billion Dollar Movie,tim heidecker eric wareheim comedy restaurant
3952,342,Summer Storm,marco kreuzpaintner robert stadlober comedy holiday
3953,281230,Fort McCoy,michael worth eric stoltz war woman director
3954,38033,Chain Letter,deon taylor nikki reed horror killing
3955,100975,Just Looking,jason alexander gretchen mol drama new york
3956,38541,The Divide,xavier gens lauren german science fiction basement
3958,234212,Demonic,will canon maria bello thriller detective
3959,27404,My Big Fat Independent Movie,philip zlotorynski paget brewster comedy independent film
3961,71866,Tanner Hall,francesca gregorini rooney mara drama boarding school
3962,192210,Open Road,márcio garcia camilla belle action drug dealer
3964,157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,craig moss kathryn fiore comedy parody
3965,70006,Never Back Down 2: The Beatdown,michael jai white stacey asaro drama male nudity
3966,26039,Point Blank,john boorman lee marvin action alcatraz
3968,176077,Enter the Dangerous Mind,youssef delara jake hoffman thriller composer
3969,260947,Something Wicked,darin scott shantel vansanten mystery obsession
3970,342502,AWOL-72,christian sesma luke goss thriller russian
3973,44594,Barry Munday,chris d'arienzo patrick wilson comedy based on novel
3974,666,Central Station,walter salles fernanda montenegro drama brazilian
3975,248,Pocketful of Miracles,frank capra glenn ford comedy dude
3979,43942,Freakonomics,heidi ewing zoe sloane documentary female nudity
3980,10226,High Tension,alexandre aja cécile de france horror mass murder
3981,66942,Griff the Invisible,leon ford ryan kwanten romance love
3982,356483,Unnatural,hank braxtan james remar thriller climate change
3983,10476,Hustle & Flow,craig brewer terrence howard drama rap music
3984,239,Some Like It Hot,billy wilder marilyn monroe comedy chicago
3985,10281,Friday the 13th Part VII: The New Blood,john carl buechler kane hodder horror lake
3986,630,The Wizard of Oz,victor fleming judy garland adventure witch
3987,3034,Young Frankenstein,mel brooks gene wilder comedy experiment
3988,13025,Diary of the Dead,george a. romero michelle morgan horror zombie
3989,21461,Lage Raho Munna Bhai,rajkumar hirani sanjay dutt comedy historical figure
3990,55306,Ulee's Gold,victor nunez peter fonda drama father son relationship
3991,17264,The Black Stallion,carroll ballard kelly reno adventure poker
3994,15875,Donovan's Reef,john ford john wayne adventure birthday
3995,5900,The Dress,alex van warmerdam henri garcin comedy calamity
3996,43306,A Guy Named Joe,victor fleming spencer tracy drama pilot
3997,11072,Blazing Saddles,mel brooks cleavon little western gun
3998,9730,Friday the 13th: The Final Chapter,joseph zito kimberly beck horror lake
3999,209274,Ida,paweł pawlikowski agata trzebuchowska drama nun
4000,26371,Maurice,james ivory james wilby drama gay
4001,14137,Beer League,frank sebastiano artie lange comedy baseball
4002,291,Riding Giants,stacy peralta jeff clark documentary ocean
4003,14139,Timecrimes,nacho vigalondo karra elejalde science fiction scissors
4005,8875,Timber Falls,tony giglio josh randall horror fanatic
4006,872,Singin' in the Rain,stanley donen gene kelly comedy fan
4007,72914,"Fat, Sick & Nearly Dead",joe cross joe cross documentary diet
4008,139038,A Haunted House,michael tiddes marlon wayans comedy horror spoof
4010,9591,That Thing You Do!,tom hanks tom everett scott comedy pop star
4011,10676,Halloween III: Season of the Witch,tommy lee wallace tom atkins horror commercial
4012,1687,Escape from the Planet of the Apes,don taylor roddy mcdowall action spacecraft
4013,24748,Hud,martin ritt paul newman action alcoholism
4014,181330,Kevin Hart: Let Me Explain,leslie small kevin hart comedy stand-up comedy
4015,468,My Own Private Idaho,gus van sant river phoenix drama individual
4016,401,Garden State,zach braff zach braff comedy new jersey
4017,76,Before Sunrise,richard linklater ethan hawke drama dialogue
4018,50538,Evil Words,éric tessier patrick huard horror suspense
4019,25636,Jesus' Son,alison maclean billy crudup comedy drug abuse
4020,19316,Saving Face,alice wu michelle krusiec comedy lesbian relationship
4021,21074,Brick Lane,sarah gavron tannishtha chatterjee drama arranged marriage
4022,84329,Robot & Frank,jake schreier frank langella science fiction friendship
4023,20,My Life Without Me,isabel coixet sarah polley drama farewell
4024,157386,The Spectacular Now,james ponsoldt miles teller comedy alcoholism
4025,13007,Religulous,larry charles bill maher comedy muslim
4026,13518,Fuel,joshua tickell joshua tickell documentary energy policy
4028,46849,Eye of the Dolphin,michael d. sellers carly schroeder drama dolphin
4029,40428,8: The Mormon Proposition,reed cowan rocky mayor anderson documentary independent film
4030,17334,The Other End of the Line,james dodson jesse metcalfe comedy indian lead
4031,1698,Anatomy,stefan ruzowitzky franka potente horror butterfly
4033,45132,Super,james gunn rainn wilson comedy bomb
4035,254472,Stung,benni diez matt o'leary comedy giant insect
4036,332285,Antibirth,danny perez natasha lyonne horror drug abuse
4037,49471,Get on the Bus,spike lee ossie davis drama washington d.c.
4039,7512,Idiocracy,mike judge luke wilson adventure prostitute
4041,11798,This Is England,shane meadows thomas turgoose drama holiday
4042,146631,U.F.O.,dominic burns bianca bree action impostor
4043,43546,Bathing Beauty,george sidney red skelton comedy musical
4045,78373,"Dancer, Texas Pop. 81",tim mccanlies breckin meyer comedy small town
4046,17820,Show Boat,george sidney howard keel music musical
4048,283384,The Calling,jason stone susan sarandon thriller series of murders
4049,19933,The Brave Little Toaster,jerry rees jon lovitz fantasy growing up
4052,9728,Friday the 13th Part III,steve miner dana kimmell horror lake
4053,9731,Friday the 13th: A New Beginning,danny steinmann melanie kinnaman horror mask
4054,9916,The Last Sin Eater,michael landon jr. louise fletcher drama christianity
4055,309425,Do You Believe?,jon gunn mira sorvino fantasy christian
4058,360339,Eden,shyam madiraju jessica lowndes thriller island
4059,31163,Chicken Tikka Masala,harmage singh kalirai chris bisson comedy coming out
4060,297621,There's Always Woodstock,rita merson allison miller romance woman director
4061,16205,Jack Brooks: Monster Slayer,jon knautz robert englund action camping
4062,887,The Best Years of Our Lives,william wyler fredric march drama usa
4063,9517,Bully,larry clark brad renfro crime florida
4064,6007,Elling,petter næss per christian ellefsen comedy mentally disabled
4065,364083,Mi America,robert fontaine robert fontaine drama new york state
4066,8329,[REC],jaume balagueró manuela velasco horror terror
4067,69640,Lies in Plain Sight,patricia cardoso martha higareda drama suicide
4071,657,From Russia with Love,terence young sean connery action venice
4072,28165,The Toxic Avenger Part II,lloyd kaufman ron fazio comedy japan
4073,11561,Sleeper,woody allen woody allen comedy sex
4074,270303,It Follows,david robert mitchell maika monroe horror chase
4075,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,woody allen woody allen comedy transsexuality
4076,595,To Kill a Mockingbird,robert mulligan gregory peck crime black people
4077,8810,Mad Max 2: The Road Warrior,george miller mel gibson adventure explosive
4078,12207,The Legend of Drunken Master,liu chia-liang jackie chan action father son relationship
4079,226,Boys Don't Cry,kimberly peirce hilary swank crime rape
4080,92182,Silent House,chris kentis elizabeth olsen horror supernatural
4081,582,The Lives of Others,florian henckel von donnersmarck martina gedeck drama germany
4082,72213,Courageous,alex kendrick alex kendrick drama father
4083,990,The Hustler,robert rossen paul newman drama suicide
4084,55604,Boom Town,jack conway clark gable adventure partnership
4085,9662,The Triplets of Belleville,sylvain chomet béatrice bonifassi adventure france
4087,2771,American Splendor,shari springer berman paul giamatti comedy biography
4088,80,Before Sunset,richard linklater ethan hawke drama paris
4089,55,Amores perros,alejandro gonzález iñárritu gael garcía bernal drama homeless person
4090,11023,Thirteen,catherine hardwicke evan rachel wood crime cheating
4091,33667,Gentleman's Agreement,elia kazan gregory peck drama anti semitism
4092,39013,Winter's Bone,debra granik jennifer lawrence drama father
4093,11194,Touching the Void,kevin macdonald brendan mackey documentary wound
4094,43839,Alexander's Ragtime Band,henry king tyrone power drama dance
4095,1382,Me and You and Everyone We Know,miranda july miranda july comedy brother brother relationship
